gene_id	gene_type	position	description	gene_symbol
mmu:13526	CDS	8:41128118..41135238	Adam24, Dtgn5; ADAM metallopeptidase domain 24	Adam24
mmu:23793	CDS	8:41205245..41209224	Adam25; ADAM metallopeptidase domain 25	Adam25
mmu:384806	CDS	8:41246310..41250379	Adam20, 4930529F22Rik, Adam38; a disintegrin and metallopeptidase domain 20	Adam20
mmu:546055	CDS	8:41276046..41279898	Adam39, 1700056P18Rik; a disintegrin and metallopeptidase domain 39	Adam39
mmu:11988	CDS	8:41315404..41375107	Slc7a2, 20.5, Atrc2, CAT-2, Cat2, Tea; solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	Slc7a2
mmu:68797	CDS	8:41379270..41443819	Pdgfrl, 1110039P19Rik; platelet-derived growth factor receptor-like	Pdgfrl
mmu:102103	CDS	8:complement(41443949..41587318)	Mtus1, ATBP135, Atip1, B430010I23Rik, B430305I03Rik, Cctsg1-440, MD44, MTSG1, mKIAA1288; mitochondrial tumor suppressor 1	Mtus1
mmu:234199	CDS	8:complement(41644471..41671015)	Fgl1, Mfire1; fibrinogen-like protein 1	Fgl1
mmu:18536	CDS	8:41692521..41787125	Pcm1, 2600002H09Rik, 9430077F19Rik, C030044G17Rik; pericentriolar material 1	Pcm1
mmu:11886	CDS	8:complement(41793683..41850681)	Asah1, 2310081N20Rik, AC, Asah; N-acylsphingosine amidohydrolase 1	Asah1
mmu:14300	CDS	8:complement(41842218..41870179)	Frg1; FSHD region gene 1	Frg1
mmu:115487030	ncRNA	8:43195844..43195949	Gm26181; predicted gene, 26181	Gm26181
mmu:244448	CDS	8:complement(43582843..43633531)	Triml1, 4933403D14; tripartite motif family-like 1	Triml1
mmu:622117	CDS	8:43633500..43646921	Triml2, EG622117, Tu4; tripartite motif family-like 2	Triml2
mmu:22702	CDS	8:complement(43748100..43760041)	Zfp42, Rex-1, Rex1, Zfp-42; zinc finger protein 42	Zfp42
mmu:118567557	CDS	8:complement(43765663..43769754)	Gm53410; predicted gene, 53410	Gm53410
mmu:382007	CDS	8:complement(43972901..43981174)	Adam26b; a disintegrin and metallopeptidase domain 26B	Adam26b
mmu:13525	CDS	8:complement(44021310..44029744)	Adam26a, Adam26, Dtgn4; ADAM metallopeptidase domain 26A	Adam26a
mmu:384813	CDS	8:complement(44077926..44156461)	Adam34l, EG384813, Gm5346; a disintegrin and metallopeptidase domain 34 like	Adam34l
mmu:252866	CDS	8:complement(44103346..44118597)	Adam34; a disintegrin and metallopeptidase domain 34	Adam34
mmu:384814	CDS	8:complement(44126695..44152528)	Gm5347, EG384814; predicted gene 5347	Gm5347
mmu:14107	CDS	8:45386137..45505294	Fat1, 2310038E12Rik, Fath, mFat1; FAT atypical cadherin 1	Fat1
mmu:17773	CDS	8:45522144..45542270	Mtnr1a, MR, MelR; melatonin receptor 1A	Mtnr1a
mmu:109821	CDS	8:complement(45693696..45715092)	F11, 1600027G01Rik, Cf11, FXI, PTA; coagulation factor XI	F11
mmu:16621	CDS	8:complement(45719725..45747872)	Klkb1, APS, Kal-3, Kal3, Klk3, PSA; kallikrein B, plasma 1	Klkb1
mmu:102294	CDS	8:complement(45758838..45786200)	Cyp4v3, Cyp4v2; cytochrome P450, family 4, subfamily v, polypeptide 3	Cyp4v3
mmu:212326	CDS	8:complement(45789752..45835328)	Fam149a, mKIAA4166; family with sequence similarity 149, member A	Fam149a
mmu:142980	CDS	8:complement(45848702..45864112)	Tlr3; toll-like receptor 3	Tlr3
mmu:234214	CDS	8:45960470..46280943	Sorbs2, 2010203O03Rik, 9430041O17Rik, A530071H08, Argbp2, mKIAA0777, nArgBP2; sorbin and SH3 domain containing 2	Sorbs2
mmu:115485643	ncRNA	8:complement(46034653..46034784)	Gm23604; predicted gene, 23604	Gm23604
mmu:53318	CDS	8:46338524..46372672	Pdlim3, ALP, Actn2lp; PDZ and LIM domain 3	Pdlim3
mmu:212392	CDS	8:46387656..46398643	Ccdc110, Gm172; coiled-coil domain containing 110	Ccdc110
mmu:69479	CDS	8:complement(46387980..46428290)	Cfap96, 1700029J07Rik; cilia and flagella associated protein 96	Cfap96
mmu:192169	CDS	8:46428551..46449995	Ufsp2, 1810047C23Rik; UFM1-specific peptidase 2	Ufsp2
mmu:654824	CDS	8:complement(46449945..46452904)	Ankrd37; ankyrin repeat domain 37	Ankrd37
mmu:67620	CDS	8:46463639..46482515	Lrp2bp, 1700113N17Rik, 2310006J04Rik, 4930479L12Rik, MegBP; Lrp2 binding protein	Lrp2bp
mmu:102141	CDS	8:complement(46486298..46605535)	Snx25, Gm1699, Gm173, Sbbi31; sorting nexin 25	Snx25
mmu:66756	CDS	8:46615515..46648627	Cfap97, 1110068E21Rik, 4933411K20Rik, Kiaa1430; cilia and flagella associated protein 97	Cfap97
mmu:11739	CDS	8:complement(46660205..46664099)	Slc25a4, Ant1, mANC1; solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	Slc25a4
mmu:234219	CDS	8:complement(46745080..46747785)	Helt, A830086M02, Hesl, Heslike, Mgn, megane; helt bHLH transcription factor	Helt
mmu:14081	CDS	8:46924214..46989088	Acsl1, Acas, Acas1, Acs, FACS, Facl2, LACS_1, LACS1; acyl-CoA synthetase long-chain family member 1	Acsl1
mmu:71876	CDS	8:47005054..47033603	Cenpu, 1700029A22Rik, Mlf1ip; centromere protein U	Cenpu
mmu:408022	CDS	8:complement(47028614..47070282)	Primpol, Ccdc111; primase and polymerase (DNA-directed)	Primpol
mmu:12367	CDS	8:47070326..47092733	Casp3, A830040C14Rik, AC-3, CASP-3, CC3, CPP-32, CPP32, Caspase-3, Lice, SCA-1, Yama, mldy; caspase 3	Casp3
mmu:16363	CDS	8:47192751..47300493	Irf2, 9830146E22Rik, Irf-2; interferon regulatory factor 2	Irf2
mmu:320981	CDS	8:47439920..47549797	Enpp6, 4833421B01Rik, B830047L21Rik, D8Ertd514e, E-NPP_6, GPC-Cpde, Npp6; ectonucleotide pyrophosphatase/phosphodiesterase 6	Enpp6
mmu:71069	CDS	8:complement(47633083..47866943)	Stox2, 4933409N07Rik, mKIAA1392; storkhead box 2	Stox2
mmu:115485638	ncRNA	8:47893453..47893586	Gm22857; predicted gene, 22857	Gm22857
mmu:320714	CDS	8:complement(47943163..47986505)	Trappc11, D030016E14Rik; trafficking protein particle complex 11	Trappc11
mmu:192174	CDS	8:47986680..48005872	Rwdd4a, Gm1942, Rwdd4; RWD domain containing 4A	Rwdd4a
mmu:69260	CDS	8:complement(48120213..48128627)	Ing2, 2810011M06Rik, Ing1l, Ing2b, P33ING2; inhibitor of growth family, member 2	Ing2
mmu:70925	CDS	8:complement(48162379..48166966)	Cdkn2aip, 4921511I16Rik; CDKN2A interacting protein	Cdkn2aip
mmu:100039801	CDS	8:48275178..48275840	Cldn24, Gm10107; claudin 24	Cldn24
mmu:75677	CDS	8:48277501..48278511	Cldn22, 2210404A22Rik, 5330431C14Rik, 9530051B05Rik; claudin 22	Cldn22
mmu:52357	CDS	8:complement(48279117..48443579)	Wwc2, 5330431C14Rik, D8Ertd594e; WW, C2 and coiled-coil domain containing 2	Wwc2
mmu:320685	CDS	8:48552127..48594702	Dctd, 6030466N05Rik; dCMP deaminase	Dctd
mmu:23965	CDS	8:complement(48678700..51370255)	Tenm3, 2610100B16Rik, Odz1, Odz3, Ten-m3, mKIAA1455; teneurin transmembrane protein 3	Tenm3
mmu:115485668	ncRNA	8:complement(49411385..49411516)	Gm25830; predicted gene, 25830	Gm25830
mmu:115487034	ncRNA	8:51016276..51016338	Gm23986; predicted gene, 23986	Gm23986
mmu:115486988	ncRNA	8:complement(52789950..52790140)	Gm25813; predicted gene, 25813	Gm25813
mmu:115487033	ncRNA	8:53946888..53946949	Gm22841; predicted gene, 22841	Gm22841
mmu:11593	CDS	8:53964718..53976457	Aga; aspartylglucosaminidase	Aga
mmu:234258	CDS	8:complement(54039902..54092100)	Neil3; nei like 3 (E. coli)	Neil3
mmu:115487036	ncRNA	8:complement(54079947..54080005)	Gm57525; predicted gene, 57525	Gm57525
mmu:102635944	CDS	8:complement(54528285..54536780)	Gm33153; predicted gene, 33153	Gm33153
mmu:22341	CDS	8:54530567..54639489	Vegfc, VEGF-C; vascular endothelial growth factor C	Vegfc
mmu:76687	CDS	8:complement(54973468..54983033)	Spcs3, 1810011E08Rik, SPC22/23; signal peptidase complex subunit 3 homolog (S. cerevisiae)	Spcs3
mmu:76294	CDS	8:55003366..55040877	Asb5, 1110018D09Rik; ankyrin repeat and SOCs box-containing 5	Asb5
mmu:69281	CDS	8:55053816..55063133	Spata4, 1700001N01Rik, Srg2, TSARG2; spermatogenesis associated 4	Spata4
mmu:244484	CDS	8:complement(55082316..55180014)	Wdr17, 3010002I12Rik, B230207L18Rik; WD repeat domain 17	Wdr17
mmu:234267	CDS	8:55232469..55513913	Gpm6a, Gpm6, M6A; glycoprotein m6a	Gpm6a
mmu:118567572	CDS	8:55798754..55801560	Gm53421; predicted gene, 53421	Gm53421
mmu:115486964	CDS	8:55805701..55808149	Gm51590; predicted gene, 51590	Gm51590
mmu:118567575	CDS	8:55809018..55811050	Gm53424; predicted gene, 53424	Gm53424
mmu:115486965	CDS	8:55818995..55821763	Gm51591; predicted gene, 51591	Gm51591
mmu:115486932	CDS	8:55825528..55827954	Gm51573; predicted gene, 51573	Gm51573
mmu:115486966	CDS	8:55828874..55831022	Gm51592; predicted gene, 51592	Gm51592
mmu:115486967	CDS	8:55832160..55834035	Gm51593; predicted gene, 51593	Gm51593
mmu:115486968	CDS	8:55835456..55837584	Gm51594; predicted gene, 51594	Gm51594
mmu:118567577	CDS	8:55934649..55936271	Gm53426; predicted gene, 53426	Gm53426
mmu:118567578	CDS	8:55938038..55939660	Gm53427; predicted gene, 53427	Gm53427
mmu:115486969	CDS	8:55941499..55943039	Gm51595; predicted gene, 51595	Gm51595
mmu:115486970	CDS	8:55944882..55946422	Gm51596; predicted gene, 51596	Gm51596
mmu:115486971	CDS	8:55948112..55949801	Gm51597; predicted gene, 51597	Gm51597
mmu:115486972	CDS	8:55951500..55953404	Gm51598; predicted gene, 51598	Gm51598
mmu:118567579	CDS	8:55958422..55959967	Gm53428; predicted gene, 53428	Gm53428
mmu:118567581	CDS	8:55965189..55966734	Gm53430; predicted gene, 53430	Gm53430
mmu:115486974	CDS	8:complement(55991780..55993339)	Gm51600; predicted gene, 51600	Gm51600
mmu:244486	CDS	8:complement(56323947..56359999)	Adam29; a disintegrin and metallopeptidase domain 29	Adam29
mmu:110304	CDS	8:56393454..56583111	Glra3; glycine receptor, alpha 3 subunit	Glra3
mmu:15446	CDS	8:56747587..56774081	Hpgd, 15-PGDH; hydroxyprostaglandin dehydrogenase 15 (NAD)	Hpgd
mmu:115485651	ncRNA	8:complement(56974407..56974538)	Gm24375; predicted gene, 24375	Gm24375
mmu:382010	CDS	8:complement(56983516..57010052)	Cep44, 4933440G23Rik, mKIAA1712; centrosomal protein 44	Cep44
mmu:50753	CDS	8:57004189..57046974	Fbxo8, Fbx8; F-box protein 8	Fbxo8
mmu:15111	CDS	8:57774018..57777552	Hand2, Ehand2, Hed, Th2, Thing2, bHLHa26, dHAND; heart and neural crest derivatives expressed 2	Hand2
mmu:20284	CDS	8:57909093..57932441	Scrg1; scrapie responsive gene 1	Scrg1
mmu:60406	CDS	8:complement(57935740..57940874)	Sap30, 30kDa; sin3 associated polypeptide	Sap30
mmu:97165	CDS	8:57964877..57969033	Hmgb2, HMG-2, Hmg2; high mobility group box 2	Hmgb2
mmu:108150	CDS	8:complement(57976859..58106089)	Galnt7; polypeptide N-acetylgalactosaminyltransferase 7	Galnt7
mmu:115485641	ncRNA	8:58002809..58002922	Gm25379; predicted gene, 25379	Gm25379
mmu:270049	CDS	8:complement(58225523..59366213)	Galntl6, 1700021K10Rik, 4930431L04Rik, A830023L05; UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	Galntl6
mmu:100271928	CDS	8:complement(59150825..59154077)	Gm15881; predicted gene 15881	Gm15881
mmu:115487053	ncRNA	8:59254918..59255061	Gm57526; predicted gene, 57526	Gm57526
mmu:234290	CDS	8:59364789..59367332	cDNA sequence BC030500	
mmu:115487020	ncRNA	8:60532624..60532727	Gm26164; predicted gene, 26164	Gm26164
mmu:23923	CDS	8:60958877..60998711	Aadat, Aadt, KATII, Kat2, Kyat2, mKat-2; aminoadipate aminotransferase	Aadat
mmu:71306	CDS	8:61085859..61129765	Mfap3l, 4933428A15Rik, 5430405D20Rik, NYD-sp9, mKIAA0626; microfibrillar-associated protein 3-like	Mfap3l
mmu:72612	CDS	8:61342533..61360615	Hpf1, 2700029M09Rik, C230006B22Rik, C4orf27; histone PARylation factor 1	Hpf1
mmu:12725	CDS	8:complement(61363423..61436351)	Clcn3, Clc3; chloride channel, voltage-sensitive 3	Clcn3
mmu:18004	CDS	8:61446184..61584383	Nek1, D8Ertd790e, kat; NIMA (never in mitosis gene a)-related expressed kinase 1	Nek1
mmu:59009	CDS	8:61677117..61918327	Sh3rf1, 2200003J05Rik, Posh, Sh3md2; SH3 domain containing ring finger 1	Sh3rf1
mmu:100502680	CDS	8:complement(61816860..61818658)	Gm10015; predicted gene 10015	Gm10015
mmu:234309	CDS	8:61940768..61956534	Cbr4, A730083J17Rik; carbonyl reductase 4	Cbr4
mmu:72333	CDS	8:complement(61964465..62355741)	Palld, 2410003B16Rik, 6030492A02; palladin, cytoskeletal associated protein	Palld
mmu:234311	CDS	8:62381155..62491278	Ddx60, 9830118M07; DExD/H box helicase 60	Ddx60
mmu:26359	CDS	8:complement(62510076..62576227)	Anxa10; annexin A10	Anxa10
mmu:72902	CDS	8:63404034..63810135	Spock3, 2900045C01Rik, mKIAA4039; sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3	Spock3
mmu:115485639	ncRNA	8:complement(63561708..63561841)	Gm24236; predicted gene, 24236	Gm24236
mmu:115485654	ncRNA	8:64331230..64331360	Gm24580; predicted gene, 24580	Gm24580
mmu:244495	CDS	8:complement(64377728..64405204)	Sgo2b, EG244495, Gm4975, Sgol2b; shugoshin 2B	Sgo2b
mmu:21892	CDS	8:complement(64466132..64659043)	Tll1, Tll, Tll-1, b2b2476Clo; tolloid-like	Tll1
mmu:735270	miRNA	8:complement(64967366..64967475)	Mir710, Mirn710, mmu-mir-710; microRNA 710	Mir710
mmu:12876	CDS	8:complement(65045576..65146143)	Cpe, CPH, Cph-1, Cph1, NF-alpha1, fat; carboxypeptidase E	Cpe
mmu:66234	CDS	8:complement(65171157..65186822)	Msmo1, 1500001G16Rik, DESP4, ERG25, Sc4mol; methylsterol monoxygenase 1	Msmo1
mmu:77113	CDS	8:complement(65192707..65302821)	Klhl2, 6030411N21Rik, 8530402H02Rik, ABP-KELCH, Mav; kelch-like 2, Mayven	Klhl2
mmu:73067	CDS	8:65399801..65421688	Tmem192, 3110005G23Rik; transmembrane protein 192	Tmem192
mmu:333307	CDS	8:complement(65434303..65440296)	Trim75, Gm794; tripartite motif-containing 75	Trim75
mmu:234329	CDS	8:complement(65451100..65471340)	Trim60, 2czf45, Rnf33; tripartite motif-containing 60	Trim60
mmu:260296	CDS	8:complement(65465628..65471340)	Trim61, 2czf61, E330039K03Rik, Rnf35; tripartite motif-containing 61	Trim61
mmu:100038489	CDS	8:complement(65481069..65489970)	Apela, Ela, Elabela, Ende, Gm10664; apelin receptor early endogenous ligand	Apela
mmu:407795	CDS	8:complement(65538265..65582215)	Smim31, EPR; small integral membrane protein 31	Smim31
mmu:72925	CDS	8:66070558..66925761	Marchf1, 2900024D24Rik, March1; membrane associated ring-CH-type finger 1	Marchf1
mmu:115487012	ncRNA	8:complement(66120247..66120353)	Gm23515; predicted gene, 23515	Gm23515
mmu:115487046	ncRNA	8:66354709..66354843	Gm26123; predicted gene, 26123	Gm26123
mmu:115486999	ncRNA	8:complement(66454998..66455104)	Gm24205; predicted gene, 24205	Gm24205
mmu:66282	CDS	8:complement(66928995..66939182)	Tma16, 1810029B16Rik; translation machinery associated 16	Tma16
mmu:74419	CDS	8:66964392..66971851	Tktl2, 4933401I19Rik; transketolase-like 2	Tktl2
mmu:18168	CDS	8:complement(67132617..67140746)	Npy5r, NPY5-R, NPYY5-R, Y5R; neuropeptide Y receptor Y5	Npy5r
mmu:18166	CDS	8:67149595..67159452	Npy1r, NPY1-R, Npyr, Y1-R; neuropeptide Y receptor Y1	Npy1r
mmu:234344	CDS	8:67312594..67343216	Naf1, Gm174; nuclear assembly factor 1 ribonucleoprotein	Naf1
mmu:115485650	ncRNA	8:complement(67371302..67371430)	Gm25275; predicted gene, 25275	Gm25275
mmu:115487059	ncRNA	8:complement(67665948..67666071)	Gm24274; predicted gene, 24274	Gm24274
mmu:115485669	ncRNA	8:complement(67731750..67731883)	Gm24677; predicted gene, 24677	Gm24677
mmu:17960	CDS	8:67943620..67945183	Nat1, Nat-1; N-acetyl transferase 1	Nat1
mmu:17961	CDS	8:67947527..67955296	Nat2; N-acetyltransferase 2 (arylamine N-acetyltransferase)	Nat2
mmu:17962	CDS	8:67976506..68001279	Nat3; N-acetyltransferase 3	Nat3
mmu:234353	CDS	8:complement(68141728..68664740)	Psd3, 4931420C21Rik, D430018P08, EFA6D; pleckstrin and Sec7 domain containing 3	Psd3
mmu:115485644	ncRNA	8:68462992..68463122	Gm22018; predicted gene, 22018	Gm22018
mmu:72281	CDS	8:68729180..68800356	Sh2d4a, 2210402M20Rik, SH2A; SH2 domain containing 4A	Sh2d4a
mmu:234356	CDS	8:complement(68809433..69188270)	Csgalnact1, 4732435N03Rik, CSGalNAcT-1; chondroitin sulfate N-acetylgalactosaminyltransferase 1	Csgalnact1
mmu:70885	CDS	8:69245729..69282062	Ints10, 4921521J11Rik; integrator complex subunit 10	Ints10
mmu:16956	CDS	8:69333207..69359584	Lpl; lipoprotein lipase	Lpl
mmu:110877	CDS	8:complement(69490360..69547951)	Slc18a1, 4832416I10Rik, Vat1, Vmat1; solute carrier family 18 (vesicular monoamine), member 1	Slc18a1
mmu:11966	CDS	8:69541388..69566370	Atp6v1b2, Atp6b2, HO57; ATPase, H+ transporting, lysosomal V1 subunit B2	Atp6v1b2
mmu:211134	CDS	8:complement(69585311..69636901)	Lzts1, F37, FEZ1, PSD-Zip70; leucine zipper, putative tumor suppressor 1	Lzts1
mmu:234358	CDS	8:69661701..69683188	Zfp930; zinc finger protein 930	Zfp930
mmu:211135	CDS	8:69723714..69776105	Zfp781a, D130040H23Rik; zinc finger protein 781A	Zfp781a
mmu:378466	CDS	8:complement(69821180..69848196)	Gm10033, 9330175B10Rik, E230024E03Rik, Gm10311; predicted gene 10033	Gm10033
mmu:670593	CDS	8:complement(69873342..69906699)	Potefam3c, Gm9495, Pote3c; POTE ankyrin domain family member 3C	Potefam3c
mmu:665578	CDS	8:complement(69926245..69975576)	Potefam3d, EG665578, Gm7697, Pote3d; POTE ankyrin domain family member 3D	Potefam3d
mmu:234362	CDS	8:complement(70063305..70078200)	Zfp868, C530032E20, mszf62; zinc finger protein 868	Zfp868
mmu:636741	CDS	8:70107113..70119782	Zfp964, 4732490P12, EG636741, Gm7187; zinc finger protein 964	Zfp964
mmu:66869	CDS	8:complement(70157787..70169718)	Zfp869, 1200003I07Rik; zinc finger protein 869	Zfp869
mmu:620419	CDS	8:complement(70194289..70202612)	Zfp963; zinc finger protein 963	Zfp963
mmu:330788	CDS	8:complement(70213974..70227561)	Zfp866, 9830167H18Rik, D330038O06Rik; zinc finger protein 866	Zfp866
mmu:170759	CDS	8:70243813..70260399	Atp13a1, Atp13a, Cgi152, catp; ATPase type 13A1	Atp13a1
mmu:78816	CDS	8:70260912..70274520	Gmip, 5031419I10Rik; Gem-interacting protein	Gmip
mmu:53978	CDS	8:70275215..70283752	Lpar2, Edg4, IPA2, LPA2; lysophosphatidic acid receptor 2	Lpar2
mmu:80720	CDS	8:70285127..70324942	Pbx4, 2410015M21Rik; pre B cell leukemia homeobox 4	Pbx4
mmu:68709	CDS	8:complement(70333016..70340042)	Cilp2, 1110031K21Rik, CLIP-2; cartilage intermediate layer protein 2	Cilp2
mmu:234365	CDS	8:complement(70340438..70346633)	Yjefn3, Gm175, YjeF_N3, hYjeF_N3; YjeF N-terminal domain containing 3	Yjefn3
mmu:67184	CDS	8:complement(70346813..70355208)	Ndufa13, 2700054G14Rik, CDA016, CGI-39, CI-B16.6, GRIM-19, Grim19; NADH:ubiquinone oxidoreductase subunit A13	Ndufa13
mmu:83984	CDS	8:70354834..70356168	Tssk6, Sstk, TSK-6, TSSK-6; testis-specific serine kinase 6	Tssk6
mmu:234366	CDS	8:complement(70359719..70450093)	Gatad2a, 1110066C11Rik; GATA zinc finger domain containing 2A	Gatad2a
mmu:74549	CDS	8:complement(70465896..70495384)	Mau2, 9130404D08Rik, A930019L04Rik, Mau-2, mKIAA0892; MAU2 sister chromatid cohesion factor	Mau2
mmu:70616	CDS	8:70495435..70524997	Sugp1, 5730496N02Rik, Sf4; SURP and G patch domain containing 1	Sugp1
mmu:107770	CDS	8:70525574..70532716	Tm6sf2; transmembrane 6 superfamily member 2	Tm6sf2
mmu:330790	CDS	8:70536179..70543512	Hapln4, 9330174O11, Bral2, Lpr4; hyaluronan and proteoglycan link protein 4	Hapln4
mmu:13004	CDS	8:complement(70545735..70573494)	Ncan, C230035B04, Cspg3, Cspg3-rs, Tgfbit; neurocan	Ncan
mmu:102465646	miRNA	8:complement(70555174..70555236)	Mir7066, Gm27290, mmu-mir-7066; microRNA 7066	Mir7066
mmu:115485667	ncRNA	8:complement(70575678..70575803)	Gm25906; predicted gene, 25906	Gm25906
mmu:19727	CDS	8:complement(70583456..70591847)	Rfxank, Tvl1; regulatory factor X-associated ankyrin-containing protein	Rfxank
mmu:75692	CDS	8:70583977..70586402	Nr2c2ap, 2310073E15Rik; nuclear receptor 2C2-associated protein	Nr2c2ap
mmu:72368	CDS	8:70592149..70601285	Borcs8, 2310045N01Rik, Mef2bnb; BLOC-1 related complex subunit 8	Borcs8
mmu:105980076	CDS	8:70592149..70620138	Mef2bl, 2310045n01rik-mef2b, Gm45929; myocyte enhancer factor 2B like	Mef2bl
mmu:17259	CDS	8:70605411..70620138	Mef2b; myocyte enhancer factor 2B	Mef2b
mmu:234371	CDS	8:70624979..70636331	Tmem161a; transmembrane protein 161A	Tmem161a
mmu:73095	CDS	8:complement(70636990..70664931)	Slc25a42, 2900084M01Rik; solute carrier family 25, member 42	Slc25a42
mmu:76813	CDS	8:complement(70672822..70687099)	Armc6, 2410153K17Rik; armadillo repeat containing 6	Armc6
mmu:234373	CDS	8:70686838..70715755	Sugp2, Sfrs14, Srsf14, mKIAA0365; SURP and G patch domain containing 2	Sugp2
mmu:26558	CDS	8:70735529..70747011	Homer3; homer scaffolding protein 3	Homer3
mmu:234374	CDS	8:complement(70745516..70755121)	Ddx49, R27090_2; DEAD box helicase 49	Ddx49
mmu:59042	CDS	8:70755417..70765652	Cope, 1110005D17Rik, Cope1; coatomer protein complex, subunit epsilon	Cope
mmu:14559	CDS	8:70768425..70784242	Gdf1, Gdf-1; growth differentiation factor 1	Gdf1
mmu:93898	CDS	8:70768425..70784238	Cers1, Lass1, Uog-1, to; ceramide synthase 1	Cers1
mmu:19704	CDS	8:complement(70784143..70806418)	Upf1, B430202H16Rik, NORF1, PNORF-1, Rent1, Upflp; UPF1 RNA helicase and ATPase	Upf1
mmu:12845	CDS	8:70826186..70834721	Comp, TSP5; cartilage oligomeric matrix protein	Comp
mmu:382056	CDS	8:complement(70835002..70892720)	Crtc1, Mect1, TORC-1, TORC1, mKIAA0616; CREB regulated transcription coactivator 1	Crtc1
mmu:234378	CDS	8:complement(70902868..70929660)	Klhl26, C630013N10Rik, Klkl26; kelch-like 26	Klhl26
mmu:67937	CDS	8:complement(70936505..70939998)	Tmem59l, 5330410G16Rik; transmembrane protein 59-like	Tmem59l
mmu:12931	CDS	8:70945798..70956728	Crlf1, CLF-1, CRLM-3, CRLM3, NR6, NR6.1; cytokine receptor-like factor 1	Crlf1
mmu:66462	CDS	8:complement(70956945..70959402)	Rex1bd, 2810428I15Rik; required for excision 1-B domain containing	Rex1bd
mmu:22186	CDS	8:complement(70960913..70963067)	Uba52, Cep52, D8Ertd21e, Gm1863, Rps27a, Ubb, Ubc; ubiquitin A-52 residue ribosomal protein fusion product 1	Uba52
mmu:75620	CDS	8:complement(70966046..70975830)	Kxd1, 0610030B01Rik, 2810422J05Rik; KxDL motif containing 1	Kxd1
mmu:14232	CDS	8:70980371..70987978	Fkbp8, 38kDa, FKBP-38, FKBP-8, FKBPR38, Fkbp38, mFKBP38; FK506 binding protein 8	Fkbp8
mmu:13716	CDS	8:70992345..71045508	Ell, Ell1, Men; elongation factor RNA polymerase II	Ell
mmu:71780	CDS	8:71047131..71049940	Isyna1, 1300017C10Rik, IPS_1; myo-inositol 1-phosphate synthase A1	Isyna1
mmu:76900	CDS	8:complement(71050135..71061084)	Ssbp4, 1210002E11Rik, Ssdp4, Sspb4; single stranded DNA binding protein 4	Ssbp4
mmu:211228	CDS	8:71068810..71073501	Lrrc25, Mapa; leucine rich repeat containing 25	Lrrc25
mmu:23886	CDS	8:complement(71082043..71085106)	Gdf15, MIC-1, NAG-1, SBF; growth differentiation factor 15	Gdf15
mmu:66522	CDS	8:complement(71099086..71113096)	Pgpep1, 2810003H13Rik, Gm19458, PAP-I, PGP, PGP-I, PGPI, Pcp; pyroglutamyl-peptidase I	Pgpep1
mmu:50783	CDS	8:71124663..71131402	Lsm4; LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	Lsm4
mmu:16478	CDS	8:71150389..71153265	Jund, Jund1; jun D proto-oncogene	Jund
mmu:637079	CDS	8:71154661..71170299	Iqcn, Gm16486; IQ motif containing N	Iqcn
mmu:100502950	CDS	8:71171144..71175284	Gm3336, 100041434, 2410018E23Rik; predicted gene 3336	Gm3336
mmu:110385	CDS	8:71176485..71203835	Pde4c, Dpde1, E130301F19Rik, dunce; phosphodiesterase 4C, cAMP specific	Pde4c
mmu:19339	CDS	8:71207258..71211276	Rab3a; RAB3A, member RAS oncogene family	Rab3a
mmu:234384	CDS	8:complement(71211295..71213589)	Mpv17l2, Fksg24; MPV17 mitochondrial membrane protein-like 2	Mpv17l2
mmu:65972	CDS	8:complement(71215418..71219307)	Ifi30, GILT, IP30; interferon gamma inducible protein 30	Ifi30
mmu:18709	CDS	8:complement(71220820..71229356)	Pik3r2, p85beta; phosphoinositide-3-kinase regulatory subunit 2	Pik3r2
mmu:546071	CDS	8:complement(71230761..71257681)	Mast3, mKIAA0561; microtubule associated serine/threonine kinase 3	Mast3
mmu:102466823	miRNA	8:71250779..71250836	Mir7240, Gm27487, mmu-mir-7240; microRNA 7240	Mir7240
mmu:16161	CDS	8:71261005..71276186	Il12rb1, CD212, IL-12R-beta-1, IL-12R[b]; interleukin 12 receptor, beta 1	Il12rb1
mmu:70807	CDS	8:complement(71287773..71293173)	Arrdc2, 4632416I05Rik, Ilad1; arrestin domain containing 2	Arrdc2
mmu:84036	CDS	8:complement(71295802..71318335)	Kcnn1, KCa2.1, SK1, SKCa1; potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	Kcnn1
mmu:234388	CDS	8:complement(71320870..71326134)	Ccdc124, 1810023B24Rik; coiled-coil domain containing 124	Ccdc124
mmu:114479	CDS	8:complement(71335529..71345429)	Slc5a5, NIS; solute carrier family 5 (sodium iodide symporter), member 5	Slc5a5
mmu:76808	CDS	8:complement(71347366..71350087)	Rpl18a, 2510019J09Rik; ribosomal protein L18A	Rpl18a
mmu:102465984	miRNA	8:complement(71348152..71348214)	Mir7067, Gm28031, mmu-mir-7067; microRNA 7067	Mir7067
